id,subj2_war,subj2_adventure,subj2_comedy,subj2_biography,subj2_romance,subj2_drama,subj2_fantasy,subj2_family,subj2_sciencefiction,subj2_action,subj2_thriller,subj2_western,subj2_horror,subj2_mystery,subj2_crime,subj2_history,subj2_periodicals,subj2_others,speed,sentiment_avg,sentiment_vol,wordcount
PG10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20104869,.11589,.0057231826,88710
PG1023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.13201995,.149,.015222923,348797
PG10234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22143018,.13243,.0045231325,66649
PG1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.16495918,.12809999,.0056282841,136184
PG1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23837523,.14,.0040447451,40624
PG10267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.2105917,.119,.0025465365,44781
PG10268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22159392,.18991999,.0044824136,47797
PG1027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.18686785,.11795,.0055179442,93883
PG1028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.20367244,.14318,.0055116168,87970
PG1029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.24660252,.1069,.0038148132,51177
PG103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.22833857,.11988,.002951639,62370
PG10315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.15886267,.1648,.0070666657,142108
PG10316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23426589,.12313,.0040276819,45657
PG10317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23123907,.13586,.0030528789,42267
PG10318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.272127,.17191,.0028258287,28428
PG10319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22896188,.12577,.0028823831,47095
PG1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.32918531,.15173,.0016762809,17153
PG10320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.30214077,.14308999,.0027106488,23091
PG10321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19853957,.12185,.0039563738,53474
PG10322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18976925,.14590999,.0077571548,107513
PG10323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22287101,.11623,.0065313322,54041
PG10327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18703794,.13846999,.0060279593,93194
PG10329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.37437397,.10013,.0026707957,13989
PG1033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.30222583,.13917001,.0024654742,27121
PG10330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.15059757,.1441,.0093898438,172266
PG10331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.44424981,.12503,.0014248512,12212
PG10332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.43562096,.12444,.00066544116,12108
PG10337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.31282926,.10451,.0018882676,24338
PG10339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20504525,.095430002,.0044702417,78167
PG10340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20089747,.13228001,.0051015401,66256
PG10342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.20951904,.11722,.0039075636,73371
PG10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18184009,.14300001,.0049584131,86388
PG10359,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.22922984,.14727999,.0028549251,48794
PG1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.21656294,.09702,.0033514963,84707
PG10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.16249032,.14989001,.0059158471,140008
PG10364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19810852,.14898001,.0059521268,93919
PG10365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.14922628,.17842001,.0056045223,149248
PG10368,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.25096238,.14441,.0028894539,37962
PG10370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.20851776,.12767,.00593343,94464
PG10372,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.18753585,.13366,.0052281292,83166
PG10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.21206358,.1979,.0078513511,79460
PG10377,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,.24562262,.13089,.0035466487,45793
PG10379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.15588026,.16438,.0074608386,148471
PG10380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18621758,.12987,.0094878757,164725
PG10387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.21454696,.12531,.0041584279,82388
PG10391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.22008033,.13798,.0039589261,66187
PG10394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.24893817,.12461,.0041712648,48147
PG10396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23457192,.12756,.003318178,46114
PG10397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23181516,.1487,.0038957438,46837
PG10402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.20233294,.11937,.0043929522,58660
PG10410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20126422,.13603,.0051977918,70191
PG10419,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.27208462,.13941,.0044471757,35870
PG10422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.24540719,.12571,.0029969206,47877
PG10429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.24388048,.13118,.0022460159,36770
PG10432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.2167763,.15101001,.0036026211,51268
PG10433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22902134,.14559001,.0029182655,59865
PG10434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.15483372,.14063001,.0071510016,162132
PG10436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.2519758,.13600001,.0041980362,36536
PG10438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17819411,.15281001,.0071059153,96110
PG1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.38568354,.14568999,.0019194577,14692
PG10440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22283985,.12392,.0040299864,62688
PG10441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.23889774,.14775001,.0039619659,47550
PG10446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.20722477,.10682,.0050011938,74274
PG10449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19755495,.13075,.0060245055,102346
PG10452,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.18936042,.16382,.005318237,77450
PG10455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20089975,.17204,.0059417812,101976
PG10458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.29944596,.089249998,.0014526503,24593
PG10462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.16855383,.16904999,.0068600066,108105
PG10463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.26474401,.13495,.003690036,34259
PG10465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.23529284,.13565999,.0053300611,40004
PG10466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.28739765,.15396,.0032422198,27179
PG10468,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.2384748,.16551,.0031570464,42391
PG1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.16541474,.13525,.0066572935,143457
PG10471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17953624,.15829,.0062141162,110839
PG10473,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.19708315,.10662,.0042344322,87277
PG10474,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.19410574,.14184999,.0037867876,76933
PG10475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.40491781,.12344,.00079714827,12154
PG10476,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.20552969,.12921,.0060497546,93640
PG1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.24467386,.14105999,.0055426848,54331
PG10489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.17305963,.15448999,.0080144498,127274
PG10496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.21119212,.13804001,.0036463947,66224
PG105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.17574744,.16867,.0052799983,82944
PG10508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23382913,.13886,.0029185803,41801
PG1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19428521,.13417,.0045125633,78133
PG10511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.16624884,.13541,.0050205169,109032
PG10513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.35885388,.10099,.0012220135,16407
PG10519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20458859,.17637999,.0086203581,78847
PG10521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.18820456,.13672,.0054009338,99957
PG1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20036413,.11546,.0037531743,60507
PG10538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20885123,.1477,.0045859697,81902
PG10540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19870095,.1488,.004225242,71585
PG10542,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,.21864815,.093999997,.005243232,59596
PG10545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.14880475,.12327,.0061123548,167276
PG10547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
PG10548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.26182309,.14030001,.0028121474,36524
PG10549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17181529,.16114999,.0061373091,124019
PG1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19576466,.11973,.0044890326,69888
PG10551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23084079,.11965,.0024651845,50927
PG10552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.25481123,.12217,.0029517079,42917
PG10554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18446903,.14315,.0050805169,72950
PG10558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17782341,.13805,.0087985303,137624
PG10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19198805,.18957999,.0082241828,104617
PG10561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22968319,.13138001,.0030321206,42532
PG10576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.19691798,.13098,.0034347593,49620
PG10579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.25196451,.12131,.0033877108,45617
PG10581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.22612725,.12039,.0031115701,56213
PG10584,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.19739959,.13319001,.0028178378,45065
PG10586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.220649,.11985,.0037932757,53598
PG1059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.22768524,.10994,.0028456179,64834
PG10599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23961996,.11627,.0026319285,42545
PG106,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.20985445,.1025,.0043046898,73714
PG10608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.31223103,.11633,.0023123592,26929
PG10609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.16734642,.17791,.0097016087,203953
PG10617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.36707473,.10611,.0034930806,14066
PG10618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.21048589,.10207,.0035346898,69602
PG10624,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,.19497818,.11927,.0038208531,66367
PG10628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.25113386,.14703999,.0038948008,36323
PG1063,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
PG10630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.17802911,.17227,.0083513064,156131
PG10643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18900044,.13115001,.0050107525,108902
PG10658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18118955,.13613001,.0053546024,105159
PG10659,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,.21449354,.12295,.0031195281,47864
PG10662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.14264666,.14357001,.01271785,195785
PG10667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.22631063,.14854001,.0054305871,74353
PG10676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.18545325,.13891,.0066088401,114134
PG10679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG10688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.2353511,.13402,.0046558315,53888
PG1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.13226493,.12445,.0063867946,206100
PG10690,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.33253682,.1804,.0039720736,19033
PG10696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23355326,.11112,.0035900529,51642
PG10698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.20840098,.12896,.0026448835,46173
PG10699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.16145355,.16564,.012918059,163793
PG107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.16757457,.12513,.0070805992,136528
PG10709,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.28730914,.09663,.002307191,32003
PG10712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.18397202,.10859,.004561543,135918
PG10714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.23977323,.15004,.0042910632,36981
PG10718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.20258132,.14907999,.0057474836,82540
PG10719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.40523589,.15113001,.00093247154,12665
PG10720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.17980857,.14466999,.0077705989,119252
PG10723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.31300706,.16338,.0027116651,27415
PG10724,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,.23279148,.15620001,.0041154148,44737
PG10726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.32076553,.081730001,.0015568668,25662
PG10727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.17379412,.15794,.0051108515,99311
PG10728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.28741604,.13862,.0028510985,31402
PG10729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.22890061,.14688,.0030727333,46614
PG10730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.3942523,.19577999,.00086433016,13113
PG10735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.32200617,.11065,.0015109706,19440
PG10736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.2415189,.096940003,.0041023283,49591
PG10737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
PG1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.1885488,.11459,.0047983732,104736
PG10743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.19564466,.09533,.0042830189,81998
PG10744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.18941081,.11185,.0055737994,81571
